10;2;1;4;28352376;29999.999999999996
9;4;2;2;28352376;29999.999999999996
6;4;1;3;28352376;29999.999999999996
7;2;5;1;28352376;29999.999999999996
5;3;3;2;28352376;29999.999999999996
8;3;2;3;28352376;29999.999999999996
5;4;2;2;44948796;29999.999999999996
7;3;2;3;44948796;29999.999999999996
8;1;3;3;44948796;29999.999999999996
6;3;4;1;44948796;29999.999999999996
10;1;6;2;44948796;29999.999999999996
9;3;3;4;44948796;29999.999999999996
10;2;1;4;16397047;29999.999999999996
7;4;1;2;16397047;29999.999999999996
9;4;1;3;16397047;29999.999999999996
5;3;1;4;16397047;29999.999999999996
6;4;1;3;16397047;29999.999999999996
8;3;3;2;16397047;29999.999999999996
5;1;4;3;64633645;29999.999999999996
8;4;4;0;64633645;29999.999999999996
6;3;4;1;64633645;29999.999999999996
9;3;3;2;64633645;29999.999999999996
10;2;3;2;64633645;29999.999999999996
7;3;4;1;64633645;29999.999999999996
6;2;5;1;74864116;29999.999999999996
8;4;1;3;74864116;29999.999999999996
5;3;3;2;74864116;29999.999999999996
10;4;2;2;74864116;29999.999999999996
7;4;1;3;74864116;29999.999999999996
9;2;0;4;74864116;29999.999999999996
9;2;2;2;80552875;29999.999999999996
6;3;2;3;80552875;29999.999999999996
8;4;2;2;80552875;29999.999999999996
5;3;1;3;80552875;29999.999999999996
10;1;4;3;80552875;29999.999999999996
7;6;1;2;80552875;29999.999999999996
8;3;1;0;49269044;29999.999999999996
10;4;0;1;49269044;29999.999999999996
7;2;5;0;49269044;29999.999999999996
5;5;1;1;49269044;29999.999999999996
9;3;4;1;49269044;29999.999999999996
6;6;1;0;49269044;29999.999999999996
6;3;3;1;71415877;29999.999999999996
9;3;3;1;71415877;29999.999999999996
7;4;2;1;71415877;29999.999999999996
8;3;2;1;71415877;29999.999999999996
10;4;2;1;71415877;29999.999999999996
5;4;2;1;71415877;29999.999999999996
7;3;4;0;50329004;29999.999999999996
8;3;4;0;50329004;29999.999999999996
9;5;2;1;50329004;29999.999999999996
10;4;0;2;50329004;29999.999999999996
5;3;2;2;50329004;29999.999999999996
6;4;2;1;50329004;29999.999999999996
6;3;3;0;20364499;29999.999999999996
9;3;4;0;20364499;29999.999999999996
8;4;1;0;20364499;29999.999999999996
10;4;2;0;20364499;29999.999999999996
5;4;4;0;20364499;29999.999999999996
7;3;4;0;20364499;29999.999999999996
5;2;2;4;3117137;29999.999999999996
6;1;6;1;3117137;29999.999999999996
10;2;3;4;3117137;29999.999999999996
7;2;7;1;3117137;29999.999999999996
9;3;3;4;3117137;29999.999999999996
8;2;6;1;3117137;29999.999999999996
5;2;2;4;98196095;29999.999999999996
6;1;6;1;98196095;29999.999999999996
10;2;3;4;98196095;29999.999999999996
7;2;7;1;98196095;29999.999999999996
9;3;3;4;98196095;29999.999999999996
8;2;6;1;98196095;29999.999999999996
