36;1;2;1;28566512;1;30000.0
33;3;1;1;28566512;1;30000.0
40;2;1;2;28566512;1;30000.0
22;1;2;12;28566512;3;30000.0
25;2;6;6;28566512;3;30000.0
29;3;6;5;28566512;3;30000.0
41;2;2;2;14306601;1;30000.0
38;2;1;2;14306601;1;30000.0
26;2;3;12;14306601;3;30000.0
30;2;2;9;14306601;3;30000.0
34;1;2;2;14306601;1;30000.0
21;3;8;0;14306601;3;30000.0
42;2;1;1;1089364;1;30000.0
37;4;1;0;1089364;1;30000.0
46;0;3;2;1089364;1;30000.0
27;2;8;6;1089364;3;30000.0
31;2;4;6;1089364;3;30000.0
23;2;1;12;1089364;3;30000.0
35;1;2;1;83521666;1;30000.0
32;3;2;1;83521666;1;30000.0
24;1;4;6;83521666;3;30000.0
28;4;2;8;83521666;3;30000.0
39;1;2;2;83521666;1;30000.0
20;3;6;6;83521666;3;30000.0
82;1;1;3;95808960;1;30000.0
79;2;2;3;95808960;1;30000.0
77;3;2;6;95808960;3;30000.0
85;2;1;4;95808960;1;30000.0
70;3;4;2;95808960;3;30000.0
73;1;8;9;95808960;3;30000.0
69;0;2;9;24519985;3;30000.0
71;1;3;1;24519985;1;30000.0
75;1;4;1;24519985;1;30000.0
78;3;2;1;24519985;1;30000.0
66;5;2;3;24519985;3;30000.0
68;2;5;9;24519985;3;30000.0
86;2;1;4;99349722;1;30000.0
80;2;1;3;99349722;1;30000.0
72;3;1;8;99349722;3;30000.0
74;2;7;3;99349722;3;30000.0
76;1;6;5;99349722;3;30000.0
83;2;2;4;99349722;1;30000.0
113;1;2;1;96530950;1;30000.0
117;3;0;1;96530950;1;30000.0
115;2;2;1;96530950;1;30000.0
102;2;6;6;96530950;3;30000.0
110;1;3;12;96530950;3;30000.0
104;3;5;6;96530950;3;30000.0
120;1;2;2;89857200;1;30000.0
118;1;1;3;89857200;1;30000.0
122;3;0;2;89857200;1;30000.0
109;2;5;2;89857200;3;30000.0
111;3;2;12;89857200;3;30000.0
114;2;8;6;89857200;3;30000.0
121;2;2;0;12288541;1;30000.0
126;2;2;0;12288541;1;30000.0
119;3;0;1;12288541;1;30000.0
108;1;4;8;12288541;3;30000.0
112;2;4;9;12288541;3;30000.0
116;3;6;6;12288541;3;30000.0
150;2;1;2;33636076;1;30000.0
149;3;1;2;33636076;1;30000.0
143;1;2;12;33636076;3;30000.0
146;2;4;6;33636076;3;30000.0
153;1;2;2;33636076;1;30000.0
140;3;8;3;33636076;3;30000.0
163;0;2;3;59117549;1;30000.0
161;0;2;3;59117549;1;30000.0
164;2;1;3;59117549;1;30000.0
155;1;5;6;59117549;3;30000.0
158;6;0;6;59117549;3;30000.0
152;3;8;6;59117549;3;30000.0
160;3;1;0;5017746;1;30000.0
157;3;0;1;5017746;1;30000.0
151;1;3;7;5017746;3;30000.0
154;1;8;9;5017746;3;30000.0
162;2;2;1;5017746;1;30000.0
147;1;4;9;5017746;3;30000.0
190;4;1;0;3914430;1;30000.0
194;3;3;1;3914430;1;30000.0
188;0;4;6;3914430;3;30000.0
193;1;3;1;3914430;1;30000.0
179;2;4;7;3914430;3;30000.0
186;2;3;12;3914430;3;30000.0
204;0;3;1;67218495;1;30000.0
205;3;0;2;67218495;1;30000.0
201;1;3;1;67218495;1;30000.0
197;4;2;9;67218495;3;30000.0
199;1;8;8;67218495;3;30000.0
192;3;2;6;67218495;3;30000.0
195;1;0;3;75779487;1;30000.0
191;3;1;2;75779487;1;30000.0
189;1;8;9;75779487;3;30000.0
198;1;1;3;75779487;1;30000.0
184;1;3;4;75779487;3;30000.0
187;4;5;6;75779487;3;30000.0
234;2;1;2;73854781;1;30000.0
231;2;2;2;73854781;1;30000.0
228;2;4;6;73854781;3;30000.0
237;0;4;2;73854781;1;30000.0
224;5;4;3;73854781;3;30000.0
226;1;3;12;73854781;3;30000.0
232;4;1;0;8351825;1;30000.0
230;2;3;0;8351825;1;30000.0
235;2;2;1;8351825;1;30000.0
223;1;5;6;8351825;3;30000.0
