85;2;2;1;33050068;1;30000.0
88;3;1;1;33050068;1;30000.0
83;0;6;9;33050068;3;30000.0
87;3;1;1;33050068;1;30000.0
77;1;4;6;33050068;3;30000.0
81;3;4;9;33050068;3;30000.0
119;3;1;0;68407529;1;30000.0
121;3;1;0;68407529;1;30000.0
116;2;2;0;71358798;1;30000.0
118;2;2;0;71358798;1;30000.0
120;2;2;0;71358798;1;30000.0
108;1;8;3;68407529;3;30000.0
110;0;4;12;68407529;3;30000.0
115;2;2;12;68407529;3;30000.0
122;3;2;0;68407529;1;30000.0
113;2;0;12;71358798;3;30000.0
107;3;6;3;71358798;3;30000.0
111;1;6;12;71358798;3;30000.0
124;3;1;0;46544798;1;30000.0
114;2;2;0;46544798;1;30000.0
117;3;1;0;46544798;1;30000.0
101;1;2;12;46544798;3;30000.0
109;2;2;9;46544798;3;30000.0
112;1;10;6;46544798;3;30000.0
151;0;2;9;63956875;3;30000.0
155;3;1;0;63956875;1;30000.0
157;3;1;0;63956875;1;30000.0
160;3;2;0;63956875;1;30000.0
147;3;2;9;63956875;3;30000.0
153;0;10;9;63956875;3;30000.0
150;3;1;0;5541266;1;30000.0
149;2;2;0;5541266;1;30000.0
152;4;1;0;5541266;1;30000.0
143;1;2;9;5541266;3;30000.0
146;1;4;9;5541266;3;30000.0
140;1;8;9;5541266;3;30000.0
164;3;1;0;3219286;1;30000.0
166;2;2;0;3219286;1;30000.0
162;4;1;0;3219286;1;30000.0
161;1;2;12;3219286;3;30000.0
156;0;8;3;3219286;3;30000.0
159;2;4;12;3219286;3;30000.0
200;2;2;0;71519394;1;30000.0
199;2;3;0;71519394;1;30000.0
202;2;3;0;71519394;1;30000.0
194;3;6;3;71519394;3;30000.0
196;2;0;12;71519394;3;30000.0
197;1;4;12;71519394;3;30000.0
189;1;3;0;94347639;1;30000.0
190;3;1;0;94347639;1;30000.0
191;3;2;0;94347639;1;30000.0
187;1;2;9;94347639;3;30000.0
179;2;2;9;94347639;3;30000.0
184;1;8;9;94347639;3;30000.0
183;0;6;3;52498960;3;30000.0
201;3;2;0;52498960;1;30000.0
198;3;2;0;52498960;1;30000.0
203;4;2;0;52498960;1;30000.0
188;0;2;12;52498960;3;30000.0
195;2;4;12;52498960;3;30000.0
39;2;2;0;64362443;1;30000.0
29;1;3;0;64362443;1;30000.0
35;1;3;0;64362443;1;30000.0
26;1;4;9;64362443;3;30000.0
21;3;2;9;64362443;3;30000.0
23;3;4;9;64362443;3;30000.0
46;3;1;0;93378066;1;30000.0
44;2;2;0;93378066;1;30000.0
45;3;1;0;93378066;1;30000.0
32;4;0;0;47115161;1;30000.0
37;2;2;0;47115161;1;30000.0
36;0;4;9;93378066;3;30000.0
42;2;8;6;93378066;3;30000.0
43;2;2;12;93378066;3;30000.0
30;2;2;0;92949099;1;30000.0
33;3;1;0;92949099;1;30000.0
31;4;2;0;47115161;1;30000.0
34;3;1;0;92949099;1;30000.0
22;1;2;12;47115161;3;30000.0
24;1;2;9;47115161;3;30000.0
28;1;8;6;47115161;3;30000.0
20;2;4;9;92949099;3;30000.0
25;1;4;6;92949099;3;30000.0
27;1;6;12;92949099;3;30000.0
80;2;2;0;69159316;1;30000.0
83;3;1;0;69159316;1;30000.0
77;3;3;0;69159316;1;30000.0
66;1;2;9;69159316;3;30000.0
72;1;2;12;69159316;3;30000.0
75;2;6;6;69159316;3;30000.0
84;2;2;0;56170245;1;30000.0
87;4;0;0;56170245;1;30000.0
85;3;2;0;56170245;1;30000.0
81;0;8;3;56170245;3;30000.0
74;2;0;12;56170245;3;30000.0
79;2;4;12;56170245;3;30000.0
76;0;4;0;48532269;1;30000.0
71;2;2;0;48532269;1;30000.0
73;2;2;0;48532269;1;30000.0
69;4;4;6;48532269;3;30000.0
62;2;0;9;48532269;3;30000.0
65;2;6;12;48532269;3;30000.0
119;1;3;0;75835308;1;30000.0
120;4;1;0;75835308;1;30000.0
109;1;2;12;75835308;3;30000.0
112;3;6;3;75835308;3;30000.0
114;1;0;12;75835308;3;30000.0
116;3;4;0;75835308;1;30000.0
124;3;1;0;78416108;1;30000.0
127;3;1;0;78416108;1;30000.0
121;1;2;12;78416108;3;30000.0
122;1;2;12;78416108;3;30000.0
126;3;2;0;78416108;1;30000.0
118;1;10;3;78416108;3;30000.0
110;2;2;0;56135646;1;30000.0
111;3;1;0;56135646;1;30000.0
113;3;1;0;56135646;1;30000.0
107;0;6;9;56135646;3;30000.0
102;2;4;6;56135646;3;30000.0
104;3;2;12;56135646;3;30000.0
165;3;1;0;32609387;1;30000.0
160;0;0;12;32609387;3;30000.0
164;3;3;0;32609387;1;30000.0
162;1;0;12;32609387;3;30000.0
166;3;4;0;32609387;1;30000.0
157;2;10;3;32609387;3;30000.0
150;2;2;0;6710638;1;30000.0
152;3;1;0;6710638;1;30000.0
149;2;3;0;6710638;1;30000.0
159;4;0;0;64652768;1;30000.0
146;0;4;12;6710638;3;30000.0
154;2;2;0;64652768;1;30000.0
140;2;8;3;6710638;3;30000.0
156;2;2;0;64652768;1;30000.0
143;3;0;12;6710638;3;30000.0
151;0;4;12;64652768;3;30000.0
153;2;2;9;64652768;3;30000.0
147;2;6;6;64652768;3;30000.0
202;2;2;0;24728637;1;30000.0
204;1;3;0;24728637;1;30000.0
200;2;3;0;24728637;1;30000.0
191;2;0;9;24728637;3;30000.0
194;2;4;9;24728637;3;30000.0
197;2;6;9;24728637;3;30000.0
190;1;2;1;21649923;1;30000.0
188;3;2;0;21649923;1;30000.0
192;3;2;0;21649923;1;30000.0
184;2;6;5;21649923;3;30000.0
187;1;0;12;21649923;3;30000.0
180;2;6;9;21649923;3;30000.0
196;2;2;0;68073387;1;30000.0
201;4;0;0;68073387;1;30000.0
199;3;2;0;68073387;1;30000.0
189;1;2;12;68073387;3;30000.0
193;2;2;12;68073387;3;30000.0
185;1;8;3;68073387;3;30000.0
33;3;1;0;89765044;1;30000.0
36;1;3;0;89765044;1;30000.0
30;3;2;0;89765044;1;30000.0
24;3;2;9;89765044;3;30000.0
27;1;0;12;89765044;3;30000.0
20;1;10;6;89765044;3;30000.0
32;3;2;0;92460028;1;30000.0
28;3;2;0;92460028;1;30000.0
35;3;2;0;92460028;1;30000.0
21;1;1;12;92460028;3;30000.0
23;1;8;3;92460028;3;30000.0
26;1;3;12;92460028;3;30000.0
44;3;1;0;53280084;1;30000.0
45;2;2;0;53280084;1;30000.0
46;2;3;0;53280084;1;30000.0
41;3;2;6;53280084;3;30000.0
42;1;4;12;53280084;3;30000.0
43;1;6;9;53280084;3;30000.0
31;3;1;0;96793566;1;30000.0
34;3;2;0;96793566;1;30000.0
37;2;3;0;96793566;1;30000.0
29;3;0;12;96793566;3;30000.0
22;0;6;6;96793566;3;30000.0
25;1;6;12;96793566;3;30000.0
83;3;1;0;1235159;1;30000.0
80;2;2;0;1235159;1;30000.0
85;2;3;0;1235159;1;30000.0
70;0;8;3;1235159;3;30000.0
75;3;0;12;1235159;3;30000.0
77;2;4;12;1235159;3;30000.0
79;0;4;6;30039650;3;30000.0
82;2;2;0;30039650;1;30000.0
84;3;1;0;30039650;1;30000.0
86;4;1;0;30039650;1;30000.0
76;1;8;9;30039650;3;30000.0
73;2;2;12;30039650;3;30000.0
72;2;2;0;95751430;1;30000.0
71;2;3;0;95751430;1;30000.0
74;4;1;0;95751430;1;30000.0
64;0;2;12;95751430;3;30000.0
68;1;4;9;95751430;3;30000.0
69;3;6;6;95751430;3;30000.0
120;1;3;0;65727;1;30000.0
122;2;2;0;65727;1;30000.0
117;1;0;12;65727;3;30000.0
124;2;3;0;65727;1;30000.0
112;3;8;3;65727;3;30000.0
115;3;2;12;65727;3;30000.0
123;3;2;0;50450725;1;30000.0
125;4;1;0;50450725;1;30000.0
121;2;3;0;50450725;1;30000.0
110;1;0;12;50450725;3;30000.0
114;1;2;9;50450725;3;30000.0
119;2;8;6;50450725;3;30000.0
111;2;2;0;46177398;1;30000.0
109;2;4;0;46177398;1;30000.0
108;1;4;9;46177398;3;30000.0
113;3;2;0;46177398;1;30000.0
102;2;4;6;46177398;3;30000.0
104;2;2;12;46177398;3;30000.0
154;3;1;0;48797173;1;30000.0
156;4;0;0;48797173;1;30000.0
144;0;0;12;48797173;3;30000.0
151;4;1;0;48797173;1;30000.0
149;1;2;12;48797173;3;30000.0
140;2;10;3;48797173;3;30000.0
166;2;2;0;68804268;1;30000.0
165;4;1;0;68804268;1;30000.0
158;2;0;12;68804268;3;30000.0
160;1;0;12;68804268;3;30000.0
163;2;3;0;68804268;1;30000.0
153;1;12;3;68804268;3;30000.0
143;0;4;6;32863601;3;30000.0
152;2;2;0;32863601;1;30000.0
155;4;0;0;32863601;1;30000.0
157;2;2;0;32863601;1;30000.0
146;2;4;9;32863601;3;30000.0
150;2;4;12;32863601;3;30000.0
200;2;2;0;59637381;1;30000.0
202;3;1;0;59637381;1;30000.0
205;1;3;0;59637381;1;30000.0
198;2;2;12;59637381;3;30000.0
192;2;6;3;59637381;3;30000.0
196;2;4;12;59637381;3;30000.0
199;0;3;1;34742821;1;30000.0
201;2;1;1;34742821;1;30000.0
190;3;1;0;95442143;1;30000.0
186;2;2;0;95442143;1;30000.0
188;4;1;0;95442143;1;30000.0
197;3;2;1;34742821;1;30000.0
189;2;4;12;34742821;3;30000.0
191;3;2;9;34742821;3;30000.0
194;2;6;9;34742821;3;30000.0
179;1;6;9;95442143;3;30000.0
181;1;2;12;95442143;3;30000.0
183;1;6;6;95442143;3;30000.0
228;2;2;0;21279593;1;30000.0
226;3;2;0;21279593;1;30000.0
222;1;0;12;21279593;3;30000.0
230;3;2;0;21279593;1;30000.0
218;1;8;3;21279593;3;30000.0
220;2;2;12;21279593;3;30000.0
235;3;1;0;74228367;1;30000.0
243;3;1;0;48164204;1;30000.0
244;4;0;0;48164204;1;30000.0
242;3;1;0;48164204;1;30000.0
234;4;2;0;74228367;1;30000.0
236;3;3;0;74228367;1;30000.0
225;2;4;3;74228367;3;30000.0
229;1;2;12;74228367;3;30000.0
231;0;4;12;74228367;3;30000.0
237;0;14;3;48164204;3;30000.0
238;1;0;12;48164204;3;30000.0
240;1;0;12;48164204;3;30000.0
276;2;2;0;91505968;1;30000.0
279;2;2;0;91505968;1;30000.0
281;3;2;0;91505968;1;30000.0
271;2;6;3;91505968;3;30000.0
273;1;0;12;91505968;3;30000.0
275;1;6;12;91505968;3;30000.0
272;0;0;12;72545434;3;30000.0
277;2;2;0;72545434;1;30000.0
278;4;0;0;72545434;1;30000.0
280;2;2;0;72545434;1;30000.0
269;3;8;3;72545434;3;30000.0
274;2;4;12;72545434;3;30000.0
262;1;3;0;80861318;1;30000.0
265;2;2;0;80861318;1;30000.0
267;4;1;0;80861318;1;30000.0
254;1;4;6;80861318;3;30000.0
258;2;2;12;80861318;3;30000.0
260;2;6;9;80861318;3;30000.0
297;0;0;12;46555450;3;30000.0
302;3;1;0;46555450;1;30000.0
300;3;2;0;46555450;1;30000.0
299;2;2;12;46555450;3;30000.0
304;2;3;0;46555450;1;30000.0
293;2;10;3;46555450;3;30000.0
314;3;1;0;37252836;1;30000.0
309;0;0;12;37252836;3;30000.0
313;4;3;0;37252836;1;30000.0
303;0;4;9;37252836;3;30000.0
312;2;6;6;37252836;3;30000.0
316;3;4;0;37252836;1;30000.0
319;3;1;0;88573755;1;30000.0
321;4;2;0;88573755;1;30000.0
322;2;3;0;88573755;1;30000.0
311;0;6;6;88573755;3;30000.0
315;0;2;12;88573755;3;30000.0
317;3;4;9;88573755;3;30000.0
