27;1;0;3;26323865;29999.999999999996
32;1;1;3;95468527;29999.999999999996
39;1;2;3;95468527;29999.999999999996
40;1;2;3;95468527;29999.999999999996
41;0;4;2;95468527;29999.999999999996
15;0;4;2;95468527;29999.999999999996
29;2;2;3;95468527;29999.999999999996
35;3;3;2;95468527;29999.999999999996
20;2;2;3;95468527;29999.999999999996
37;0;4;3;95468527;29999.999999999996
18;0;2;4;26323865;29999.999999999996
22;3;1;2;26323865;29999.999999999996
25;2;1;3;26323865;29999.999999999996
30;1;1;4;26323865;29999.999999999996
33;0;5;2;26323865;29999.999999999996
23;1;3;3;26323865;29999.999999999996
36;1;3;4;26323865;29999.999999999996
16;2;4;2;26323865;29999.999999999996
38;2;2;2;37661545;29999.999999999996
19;0;5;1;37661545;29999.999999999996
21;3;1;2;37661545;29999.999999999996
24;1;4;1;37661545;29999.999999999996
31;2;1;3;37661545;29999.999999999996
17;0;3;3;37661545;29999.999999999996
26;0;4;3;37661545;29999.999999999996
34;1;3;3;37661545;29999.999999999996
28;1;3;3;37661545;29999.999999999996
62;1;2;1;75101631;29999.999999999996
65;0;5;1;75101631;29999.999999999996
59;0;1;4;75101631;29999.999999999996
61;1;4;1;75101631;29999.999999999996
66;3;3;1;75101631;29999.999999999996
60;2;4;1;75101631;29999.999999999996
64;1;2;4;75101631;29999.999999999996
58;0;5;1;75101631;29999.999999999996
63;2;2;4;75101631;29999.999999999996
75;0;2;2;26709180;29999.999999999996
67;1;1;4;26709180;29999.999999999996
69;3;0;3;26709180;29999.999999999996
72;1;2;3;26709180;29999.999999999996
74;1;1;4;26709180;29999.999999999996
77;2;2;3;26709180;29999.999999999996
76;1;2;4;26709180;29999.999999999996
70;1;4;3;26709180;29999.999999999996
71;3;0;4;26709180;29999.999999999996
100;2;1;3;91404135;29999.999999999996
104;0;3;3;91404135;29999.999999999996
105;1;0;4;91404135;29999.999999999996
107;2;1;4;91404135;29999.999999999996
109;1;4;2;91404135;29999.999999999996
101;1;4;2;91404135;29999.999999999996
103;1;1;5;91404135;29999.999999999996
106;1;3;3;91404135;29999.999999999996
108;1;3;4;91404135;29999.999999999996
139;2;0;2;12019508;29999.999999999996
141;2;2;2;12019508;29999.999999999996
136;2;1;2;12019508;29999.999999999996
133;0;1;5;12019508;29999.999999999996
129;2;0;3;85284111;29999.999999999996
121;0;2;3;85284111;29999.999999999996
126;0;4;2;85284111;29999.999999999996
134;2;2;3;12019508;29999.999999999996
135;2;1;4;12019508;29999.999999999996
137;0;5;3;12019508;29999.999999999996
140;1;3;3;12019508;29999.999999999996
138;0;5;3;12019508;29999.999999999996
124;1;3;2;85284111;29999.999999999996
119;2;4;1;85284111;29999.999999999996
125;1;2;4;85284111;29999.999999999996
127;0;4;3;85284111;29999.999999999996
130;2;2;3;85284111;29999.999999999996
128;2;3;3;85284111;29999.999999999996
155;0;1;3;20930985;29999.999999999996
158;1;2;3;20930985;29999.999999999996
161;1;4;1;20930985;29999.999999999996
167;1;3;2;87380470;29999.999999999996
169;2;1;2;87380470;29999.999999999996
171;1;2;3;87380470;29999.999999999996
172;1;2;3;87380470;29999.999999999996
173;2;1;3;87380470;29999.999999999996
162;0;3;4;87380470;29999.999999999996
170;2;3;2;87380470;29999.999999999996
164;1;3;4;87380470;29999.999999999996
166;1;2;4;87380470;29999.999999999996
156;1;3;2;20930985;29999.999999999996
160;3;3;1;20930985;29999.999999999996
163;2;4;1;20930985;29999.999999999996
153;0;3;4;20930985;29999.999999999996
159;0;3;4;20930985;29999.999999999996
157;2;3;2;20930985;29999.999999999996
93;7;4;0;57779422;29999.999999999996
91;4;7;2;57779422;29999.999999999996
90;5;6;2;57779422;29999.999999999996
198;1;2;2;64908683;29999.999999999996
201;1;1;4;64908683;29999.999999999996
204;1;3;2;64908683;29999.999999999996
186;0;2;2;51090014;29999.999999999996
205;0;3;3;64908683;29999.999999999996
197;2;1;3;64908683;29999.999999999996
202;0;4;2;64908683;29999.999999999996
203;1;2;3;64908683;29999.999999999996
199;2;3;3;64908683;29999.999999999996
200;3;3;2;64908683;29999.999999999996
192;2;2;2;51090014;29999.999999999996
193;2;3;1;51090014;29999.999999999996
190;1;2;4;51090014;29999.999999999996
187;0;4;3;51090014;29999.999999999996
194;2;2;3;51090014;29999.999999999996
189;1;2;4;51090014;29999.999999999996
188;2;2;3;51090014;29999.999999999996
191;0;5;2;51090014;29999.999999999996
219;2;2;2;60417359;29999.999999999996
222;1;2;3;60417359;29999.999999999996
225;1;1;4;60417359;29999.999999999996
218;0;3;3;60417359;29999.999999999996
223;2;2;2;60417359;29999.999999999996
224;0;2;4;60417359;29999.999999999996
