9;1;2;1;8288923;1;0;30000.0
10;1;3;1;8288923;1;0;30000.0
8;2;3;1;8288923;1;0;30000.0
6;2;0;12;8288923;3;0;30000.0
7;2;2;12;8288923;3;0;30000.0
5;4;8;0;8288923;3;0;30000.0
8;3;1;1;24212632;1;0;30000.0
10;2;4;2;24212632;1;0;30000.0
6;1;5;9;24212632;3;5;30000.0
7;1;3;14;24212632;3;3;30000.0
9;3;2;1;24212632;1;0;30000.0
5;2;5;11;24212632;3;3;30000.0
10;2;1;3;85685033;1;0;30000.0
34;0;1;3;95682152;1;0;30000.0
31;1;1;3;95682152;1;0;30000.0
29;4;5;3;95682152;3;1;30000.0
38;1;2;3;95682152;1;0;30000.0
20;5;3;3;95682152;3;1;30000.0
24;2;4;12;95682152;3;0;30000.0
36;2;0;2;4383279;1;0;30000.0
40;1;1;3;4383279;1;0;30000.0
35;2;2;7;4383279;3;2;30000.0
42;2;2;3;4383279;1;0;30000.0
23;2;9;3;4383279;3;1;30000.0
26;3;4;9;4383279;3;0;30000.0
43;1;2;1;50463840;1;0;30000.0
39;1;2;1;50463840;1;0;30000.0
45;4;0;1;50463840;1;0;30000.0
22;2;2;10;50463840;3;4;30000.0
27;3;8;3;50463840;3;0;30000.0
32;2;4;8;50463840;3;4;30000.0
33;2;2;1;77273265;1;0;30000.0
21;3;6;5;77273265;3;2;30000.0
25;1;2;12;77273265;3;0;30000.0
28;2;2;9;77273265;3;0;30000.0
30;4;1;1;77273265;1;0;30000.0
37;1;3;2;77273265;1;0;30000.0
88;1;1;3;20412713;1;0;30000.0
86;1;2;3;20412713;1;0;30000.0
83;2;6;9;20412713;3;0;30000.0
85;3;2;6;20412713;3;0;30000.0
87;1;1;3;20412713;1;0;30000.0
81;4;6;3;20412713;3;0;30000.0
68;2;1;1;37726424;1;0;30000.0
70;3;0;1;37726424;1;0;30000.0
66;3;1;1;37726424;1;0;30000.0
64;1;4;6;37726424;3;0;30000.0
65;1;6;9;37726424;3;0;30000.0
63;2;6;9;37726424;3;0;30000.0
79;0;1;3;56247320;1;0;30000.0
67;5;4;3;56247320;3;0;30000.0
73;0;6;12;56247320;3;0;30000.0
76;5;4;3;56247320;3;0;30000.0
80;0;2;3;56247320;1;0;30000.0
77;2;1;3;56247320;1;0;30000.0
124;1;1;2;25284219;1;0;30000.0
122;3;1;2;25284219;1;0;30000.0
126;2;0;3;25284219;1;0;30000.0
120;1;0;9;25284219;3;4;30000.0
115;1;10;5;25284219;3;2;30000.0
118;3;6;6;25284219;3;0;30000.0
105;3;0;2;61582382;1;0;30000.0
111;2;1;2;61582382;1;0;30000.0
109;2;1;2;61582382;1;0;30000.0
98;2;8;3;61582382;3;0;30000.0
101;0;6;6;61582382;3;2;30000.0
103;3;2;12;61582382;3;0;30000.0
119;0;2;2;95177637;1;0;30000.0
123;2;1;2;95177637;1;0;30000.0
114;3;6;6;95177637;3;0;30000.0
117;1;2;9;95177637;3;0;30000.0
121;2;1;2;95177637;1;0;30000.0
116;4;6;6;95177637;3;0;30000.0
165;1;1;2;77859846;1;0;30000.0
162;4;1;1;77859846;1;0;30000.0
166;1;1;3;77859846;1;0;30000.0
159;1;4;8;77859846;3;2;30000.0
152;3;4;7;77859846;3;2;30000.0
157;2;7;6;77859846;3;1;30000.0
149;1;2;6;21149617;3;0;30000.0
151;2;2;1;21149617;1;0;30000.0
154;2;2;1;21149617;1;0;30000.0
144;3;2;12;21149617;3;0;30000.0
155;0;4;1;21149617;1;0;30000.0
140;4;6;3;21149617;3;0;30000.0
156;2;2;2;6303492;1;0;30000.0
158;1;2;2;6303492;1;0;30000.0
153;2;1;2;6303492;1;0;30000.0
142;2;5;4;6303492;3;3;30000.0
148;3;5;5;6303492;3;3;30000.0
150;2;3;12;6303492;3;1;30000.0
202;2;0;2;24851313;1;0;30000.0
201;1;2;2;24851313;1;0;30000.0
199;3;8;3;24851313;3;0;30000.0
203;1;2;2;24851313;1;0;30000.0
192;3;0;9;24851313;3;0;30000.0
196;2;6;9;24851313;3;0;30000.0
195;4;0;2;2204299;1;0;30000.0
200;2;1;3;2204299;1;0;30000.0
