5;12;0;0;1238475;30000.0
6;16;0;0;1238475;30000.0
994;10;0;0;9402799;30000.00000000001
1000;10;0;0;78229846;30000.000000000004
1041;15;0;0;9402799;30000.00000000001
957;16;0;0;78229846;30000.000000000004
418;11;0;0;5843731;30000.000000000007
400;13;0;0;5843731;30000.000000000007
640;15;0;0;9166414;30000.000000000004
624;11;0;0;9166414;30000.000000000004
354;14;0;0;1389030;29999.999999999993
372;14;0;0;1389030;29999.999999999993
1045;15;0;0;10634252;29999.999999999996
986;14;0;0;10634252;29999.999999999996
886;14;0;0;41839162;29999.999999999993
876;12;0;0;41839162;29999.999999999993
219;15;0;0;86101865;29999.999999999996
32;15;0;0;27335310;30000.0
39;13;0;0;27335310;30000.0
213;13;0;0;86101865;29999.999999999996
675;14;0;0;13371211;29999.999999999996
1026;14;0;0;79282298;29999.99999999999
190;14;0;0;70831888;29999.99999999999
148;13;0;0;67979560;29999.999999999993
156;13;0;0;67979560;29999.999999999993
185;15;0;0;70831888;29999.99999999999
974;14;0;0;79282298;29999.99999999999
330;13;0;0;84799817;29999.99999999999
322;13;0;0;84799817;29999.99999999999
50;15;0;0;60596432;30000.0
53;12;0;0;60596432;30000.0
151;13;0;0;39325507;29999.999999999996
155;12;0;0;39325507;29999.999999999996
47;13;0;0;29038140;30000.0
466;12;0;0;13909095;30000.0
490;13;0;0;13909095;30000.0
939;12;0;0;84818679;29999.999999999996
964;13;0;0;84818679;29999.999999999996
116;13;0;0;3325024;30000.000000000004
113;13;0;0;3325024;30000.000000000004
482;15;0;0;97823169;30000.000000000004
456;14;0;0;97823169;30000.000000000004
74;12;0;0;37309536;30000.000000000007
225;12;0;0;63514557;29999.999999999996
353;12;0;0;66654314;30000.000000000004
1028;13;0;0;19751690;30000.000000000007
1138;12;0;0;25742551;30000.0
1073;12;0;0;19751690;30000.000000000007
83;15;0;0;46659357;29999.999999999996
447;14;0;0;597618;30000.0
892;13;0;0;60049465;30000.0
424;14;0;0;597618;30000.0
879;15;0;0;60049465;30000.0
89;14;0;0;46659357;29999.999999999996
656;16;0;0;13371211;29999.999999999996
133;15;0;0;16030216;30000.000000000004
403;12;0;0;52289305;30000.000000000007
130;14;0;0;16030216;30000.000000000004
421;13;0;0;52289305;30000.000000000007
617;14;0;0;99180980;29999.999999999993
975;14;0;0;64475165;29999.999999999996
1001;13;0;0;78646858;30000.000000000007
636;12;0;0;99180980;29999.999999999993
1025;15;0;0;64475165;29999.999999999996
625;13;0;0;65288826;30000.0
599;14;0;0;65288826;30000.0
118;13;0;0;90602111;29999.999999999993
499;14;0;0;17828536;30000.000000000004
88;13;0;0;90794485;29999.999999999996
508;11;0;0;17828536;30000.000000000004
92;15;0;0;90794485;29999.999999999996
1012;12;0;0;78122824;30000.000000000007
1022;13;0;0;7725252;30000.000000000004
1063;12;0;0;78122824;30000.000000000007
491;14;0;0;34980332;29999.999999999996
123;12;0;0;90602111;29999.999999999993
435;13;0;0;33056812;29999.999999999996
410;13;0;0;33056812;29999.999999999996
478;15;0;0;34980332;29999.999999999996
931;13;0;0;18588317;30000.000000000004
682;15;0;0;3004420;30000.000000000004
107;12;0;0;77545639;30000.000000000007
971;15;0;0;18588317;30000.000000000004
659;14;0;0;3004420;30000.000000000004
509;14;0;0;35345339;30000.0
438;15;0;0;43102822;30000.0
206;14;0;0;67720568;29999.999999999996
681;14;0;0;64087318;30000.00000000001
210;14;0;0;67720568;29999.999999999996
415;14;0;0;43102822;30000.0
461;15;0;0;6054714;29999.999999999996
667;13;0;0;11471290;30000.0
498;12;0;0;35345339;30000.0
430;13;0;0;6054714;29999.999999999996
637;13;0;0;11471290;30000.0
666;14;0;0;64087318;30000.00000000001
208;13;0;0;81253823;29999.99999999999
371;15;0;0;56328779;30000.000000000007
360;13;0;0;56328779;30000.000000000007
718;15;0;0;49452857;30000.0
60;14;0;0;36232375;29999.999999999996
203;14;0;0;81253823;29999.99999999999
54;11;0;0;36232375;29999.999999999996
722;13;0;0;49452857;30000.0
379;11;0;0;9651783;30000.0
365;13;0;0;66654314;30000.000000000004
370;12;0;0;9651783;30000.0
114;13;0;0;79465036;30000.000000000004
937;12;0;0;46850441;30000.000000000007
658;15;0;0;67101194;30000.00000000001
323;13;0;0;78712187;30000.000000000004
528;14;0;0;19518407;30000.000000000007
526;14;0;0;19518407;30000.000000000007
999;14;0;0;46850441;30000.000000000007
676;13;0;0;67101194;30000.00000000001
69;16;0;0;37309536;30000.000000000007
684;13;0;0;20878730;29999.999999999993
331;13;0;0;78712187;30000.000000000004
657;15;0;0;20878730;29999.999999999993
1127;14;0;0;54213007;29999.999999999996
1128;13;0;0;54213007;29999.999999999996
985;14;0;0;22323821;30000.0
951;14;0;0;22323821;30000.0
875;13;0;0;96850271;29999.999999999996
881;15;0;0;96850271;29999.999999999996
1024;13;0;0;24771793;29999.99999999999
488;12;0;0;22552907;30000.000000000015
632;15;0;0;50996547;29999.999999999996
653;15;0;0;87045847;30000.000000000004
35;15;0;0;29038140;30000.0
465;15;0;0;22552907;30000.000000000015
638;12;0;0;87045847;30000.000000000004
896;12;0;0;92321779;30000.000000000007
882;13;0;0;92321779;30000.000000000007
661;13;0;0;50996547;29999.999999999996
487;13;0;0;84593665;29999.999999999996
463;15;0;0;84593665;29999.999999999996
598;12;0;0;44098322;30000.0
887;15;0;0;99171464;30000.000000000015
1048;12;0;0;8542922;30000.00000000001
878;13;0;0;99171464;30000.000000000015
996;12;0;0;8542922;30000.00000000001
195;13;0;0;30748140;29999.999999999996
27;11;0;0;98887289;30000.0
184;13;0;0;30748140;29999.999999999996
49;15;0;0;98887289;30000.0
1154;11;0;0;73068818;29999.999999999993
26;13;0;0;1864914;30000.000000000004
41;12;0;0;1864914;30000.000000000004
1143;14;0;0;43107194;30000.0
486;14;0;0;80456961;30000.00000000001
960;12;0;0;61853741;29999.999999999996
1006;15;0;0;61853741;29999.999999999996
145;13;0;0;2366284;29999.999999999996
75;15;0;0;41834276;29999.999999999993
1144;14;0;0;43107194;30000.0
501;13;0;0;80456961;30000.00000000001
140;15;0;0;2366284;29999.999999999996
432;13;0;0;79242299;29999.999999999996
419;14;0;0;79242299;29999.999999999996
441;13;0;0;91305607;29999.999999999996
72;12;0;0;41834276;29999.999999999993
458;15;0;0;91305607;29999.999999999996
1061;16;0;0;7725252;30000.000000000004
389;13;0;0;77510117;30000.0
423;14;0;0;610997;30000.000000000007
392;13;0;0;77510117;30000.0
708;14;0;0;3412660;30000.000000000007
106;16;0;0;79465036;30000.000000000004
446;12;0;0;610997;30000.000000000007
714;15;0;0;3412660;30000.000000000007
103;16;0;0;77545639;30000.000000000007
226;13;0;0;63514557;29999.999999999996
414;13;0;0;6695879;30000.000000000007
437;12;0;0;6695879;30000.000000000007
958;14;0;0;51425618;30000.0
1020;13;0;0;51425618;30000.0
655;13;0;0;46128098;29999.999999999993
673;13;0;0;46128098;29999.999999999993
1140;14;0;0;25742551;30000.0
1071;15;0;0;24771793;29999.99999999999
325;13;0;0;55369699;30000.000000000007
947;14;0;0;26805484;30000.000000000004
335;15;0;0;55369699;30000.000000000007
417;14;0;0;24628684;30000.00000000001
1150;16;0;0;73068818;29999.999999999993
611;14;0;0;44098322;30000.0
402;13;0;0;24628684;30000.00000000001
1050;15;0;0;89024477;30000.0
401;13;0;0;27713301;30000.0
991;12;0;0;26805484;30000.000000000004
987;13;0;0;89024477;30000.0
416;13;0;0;27713301;30000.0
1070;13;0;0;33927950;30000.000000000007
963;14;0;0;43922877;29999.999999999993
930;12;0;0;43922877;29999.999999999993
1029;11;0;0;33927950;30000.000000000007
751;12;0;0;77042909;30000.000000000004
1027;15;0;0;64040994;29999.999999999985
633;12;0;0;928468;30000.0
978;13;0;0;64040994;29999.999999999985
982;14;0;0;65312976;30000.000000000004
1038;13;0;0;65312976;30000.000000000004
