28;3336.383944965435;65098161
41;3577.7898698236477;65098161
51;2888.178184962727;65098161
26;3167.6542326278523;65098161
49;2925.4363167318766;65098161
36;3375.993585377085;65098161
45;3044.532438543744;65098161
32;3578.3373368690523;65098161
23;3620.3468930949703;65098161
33;3836.2199702307003;53790027
44;3368.807012690119;31839107
48;3186.458303495687;31839107
54;3158.9020527120824;31839107
32;3579.6421981670874;31839107
36;3297.868165194364;31839107
40;2957.574780319607;31839107
23;3763.287428990622;31839107
27;3625.27733879379;31839107
58;2987.309411077727;31839107
53;2725.9285758440806;53790027
21;3152.557437094456;53790027
25;2805.544969036008;53790027
29;3067.4472378392147;53790027
37;3974.252755966865;53790027
49;2962.7673660674104;53790027
41;4018.4638985222055;53790027
45;3074.731558840818;53790027
47;3016.656706267711;24704990
21;3475.8725972489265;24704990
30;3466.408007649;24704990
33;3459.3164653148474;24704990
37;3266.3107666367255;24704990
40;3212.2490780062512;24704990
44;3310.0401077845427;24704990
24;3457.720065114056;24704990
50;3255.763595649013;24704990
27;2712.73650562957;47077610
35;2979.5228106394566;47077610
48;3799.0401758966036;47077610
20;3234.6220944151837;47077610
39;2831.961470937129;47077610
52;3780.4583804356007;47077610
56;3633.8659448474414;47077610
43;3144.390982667614;47077610
31;3152.3537230370875;47077610
29;2935.4236828908565;46942144
53;3205.408353799516;46942144
57;3268.849489715894;46942144
25;3082.0145752798953;46942144
34;3436.7641603246248;46942144
46;3452.962801371561;46942144
22;3237.347699126619;46942144
42;3549.184049052381;46942144
38;3457.245349190987;46942144
28;3229.5650178104966;37008687
39;3429.7534428313343;37008687
47;3276.3407713770857;37008687
26;2692.8678202342458;37008687
35;3632.02040572045;37008687
51;3132.834312573317;37008687
22;3332.606715582367;37008687
31;3631.657221839375;37008687
43;3268.69886671194;37008687
42;3220.138749896707;87156588
46;2910.8219242454074;87156588
50;2733.0769628028593;87156588
52;2856.192191227776;87156588
24;3681.8420582964745;87156588
30;3807.880766133333;87156588
34;3412.3067206176047;87156588
38;3319.8317341660845;87156588
20;3917.1390559157317;87156588
83;2674.224610768203;85896194
91;3665.5378420167353;85896194
100;3168.1909002643347;85896194
81;2958.9531225617757;85896194
85;2683.6944569861384;85896194
88;3604.608522676002;85896194
94;3656.568482815482;85896194
103;3589.977205527813;85896194
