37;1;1;4;25805230;1;0;29999.999999999996
47;0;2;4;25805230;1;0;29999.999999999996
24;3;2;1;25805230;1;0;29999.999999999996
36;2;1;3;84342814;1;0;29999.999999999996
39;0;3;3;84342814;1;0;29999.999999999996
42;0;2;4;84342814;1;0;29999.999999999996
53;1;2;3;84342814;1;0;29999.999999999996
20;1;2;3;84342814;1;0;29999.999999999996
32;2;1;3;84342814;1;0;29999.999999999996
27;3;1;3;84342814;1;0;29999.999999999996
56;2;3;2;84342814;1;0;29999.999999999996
48;1;3;3;84342814;1;0;29999.999999999996
38;0;1;5;39161871;1;0;29999.999999999996
50;0;3;3;39161871;1;0;29999.999999999996
24;4;2;0;39161871;1;0;29999.999999999996
33;2;2;2;25805230;1;0;29999.999999999996
41;1;2;3;25805230;1;0;29999.999999999996
52;0;2;4;25805230;1;0;29999.999999999996
22;3;2;1;25805230;1;0;29999.999999999996
30;3;2;2;25805230;1;0;29999.999999999996
45;0;1;6;25805230;1;0;29999.999999999996
30;2;2;2;39161871;1;0;29999.999999999996
34;2;2;2;39161871;1;0;29999.999999999996
46;2;3;1;39161871;1;0;29999.999999999996
54;1;3;2;39161871;1;0;29999.999999999996
21;0;2;5;39161871;1;0;29999.999999999996
42;1;2;4;39161871;1;0;29999.999999999996
36;1;2;3;21095166;1;0;29999.999999999996
48;1;2;3;21095166;1;0;29999.999999999996
26;2;1;3;21095166;1;0;29999.999999999996
41;2;2;2;25426477;1;0;29999.999999999996
45;3;1;2;25426477;1;0;29999.999999999996
49;2;3;1;25426477;1;0;29999.999999999996
55;2;2;2;25426477;1;0;29999.999999999996
25;1;2;3;25426477;1;0;29999.999999999996
33;1;3;2;25426477;1;0;29999.999999999996
37;1;1;5;25426477;1;0;29999.999999999996
23;0;2;5;25426477;1;0;29999.999999999996
29;0;2;5;25426477;1;0;29999.999999999996
40;3;1;2;21095166;1;0;29999.999999999996
44;2;1;3;21095166;1;0;29999.999999999996
52;1;2;3;21095166;1;0;29999.999999999996
20;2;1;3;21095166;1;0;29999.999999999996
32;1;3;3;21095166;1;0;29999.999999999996
28;0;3;4;21095166;1;0;29999.999999999996
51;1;2;3;46403509;1;0;29999.999999999996
25;1;3;2;46403509;1;0;29999.999999999996
40;2;2;2;46403509;1;0;29999.999999999996
21;1;3;2;46403509;1;0;29999.999999999996
29;1;2;3;46403509;1;0;29999.999999999996
35;3;2;1;46403509;1;0;29999.999999999996
44;3;2;1;46403509;1;0;29999.999999999996
49;0;2;4;46403509;1;0;29999.999999999996
54;1;2;3;46403509;1;0;29999.999999999996
39;2;2;2;42500116;1;0;29999.999999999996
43;1;2;3;42500116;1;0;29999.999999999996
47;0;2;4;42500116;1;0;29999.999999999996
51;2;1;3;42500116;1;0;29999.999999999996
53;0;3;3;42500116;1;0;29999.999999999996
22;3;1;2;42500116;1;0;29999.999999999996
27;1;2;3;42500116;1;0;29999.999999999996
31;3;1;2;42500116;1;0;29999.999999999996
35;2;2;2;42500116;1;0;29999.999999999996
34;3;0;3;44740047;1;0;29999.999999999996
46;0;1;5;44740047;1;0;29999.999999999996
26;1;5;0;44740047;1;0;29999.999999999996
31;1;1;4;44740047;1;0;29999.999999999996
38;0;0;6;44740047;1;0;29999.999999999996
43;0;3;3;44740047;1;0;29999.999999999996
50;4;1;1;44740047;1;0;29999.999999999996
23;4;1;1;44740047;1;0;29999.999999999996
28;1;4;1;44740047;1;0;29999.999999999996
102;2;3;1;75005144;1;0;29999.999999999996
79;3;0;3;75005144;1;0;29999.999999999996
82;3;2;1;75005144;1;0;29999.999999999996
86;1;1;4;75005144;1;0;29999.999999999996
90;0;4;2;75005144;1;0;29999.999999999996
96;0;3;3;75005144;1;0;29999.999999999996
99;1;0;6;75005144;1;0;29999.999999999996
87;1;3;3;75005144;1;0;29999.999999999996
94;1;2;4;75005144;1;0;29999.999999999996
103;0;3;3;99910608;1;0;29999.999999999996
84;0;2;4;99910608;1;0;29999.999999999996
93;4;0;2;99910608;1;0;29999.999999999996
98;2;2;2;99910608;1;0;29999.999999999996
107;2;1;3;99910608;1;0;29999.999999999996
80;1;1;4;99910608;1;0;29999.999999999996
88;1;1;4;99910608;1;0;29999.999999999996
95;1;4;2;99910608;1;0;29999.999999999996
91;2;2;3;99910608;1;0;29999.999999999996
87;1;1;4;43785421;1;0;29999.999999999996
90;0;1;5;43785421;1;0;29999.999999999996
94;3;1;2;43785421;1;0;29999.999999999996
74;3;3;0;43785421;1;0;29999.999999999996
80;2;2;2;43785421;1;0;29999.999999999996
85;0;4;2;43785421;1;0;29999.999999999996
83;2;3;2;43785421;1;0;29999.999999999996
81;1;1;5;43785421;1;0;29999.999999999996
82;0;2;5;43785421;1;0;29999.999999999996
81;1;2;3;46943634;1;0;29999.999999999996
89;3;1;2;46943634;1;0;29999.999999999996
100;0;3;3;46943634;1;0;29999.999999999996
106;2;2;2;46943634;1;0;29999.999999999996
83;2;1;3;46943634;1;0;29999.999999999996
85;0;1;5;46943634;1;0;29999.999999999996
92;1;2;3;46943634;1;0;29999.999999999996
97;3;2;1;46943634;1;0;29999.999999999996
101;2;2;2;46943634;1;0;29999.999999999996
101;3;2;1;71077983;1;0;29999.999999999996
84;2;1;3;71077983;1;0;29999.999999999996
93;0;3;3;71077983;1;0;29999.999999999996
103;2;1;3;71077983;1;0;29999.999999999996
91;1;2;3;71077983;1;0;29999.999999999996
98;1;2;3;71077983;1;0;29999.999999999996
105;3;0;1;71077983;1;0;29999.999999999996
88;2;1;3;71077983;1;0;29999.999999999996
86;3;2;1;71077983;1;0;29999.999999999996
104;0;1;5;15823397;1;0;29999.999999999996
106;0;3;3;15823397;1;0;29999.999999999996
109;2;0;4;15823397;1;0;29999.999999999996
89;1;3;2;15823397;1;0;29999.999999999996
92;3;3;0;15823397;1;0;29999.999999999996
95;1;2;3;15823397;1;0;29999.999999999996
100;1;1;4;15823397;1;0;29999.999999999996
102;1;5;0;15823397;1;0;29999.999999999996
96;4;2;0;15823397;1;0;29999.999999999996
144;3;1;2;83100029;1;0;29999.999999999996
118;1;1;4;83100029;1;0;29999.999999999996
135;0;3;3;83100029;1;0;29999.999999999996
145;0;4;2;59234327;1;0;29999.999999999996
130;3;1;2;59234327;1;0;29999.999999999996
136;2;0;4;59234327;1;0;29999.999999999996
142;5;1;0;59234327;1;0;29999.999999999996
148;2;1;3;59234327;1;0;29999.999999999996
151;0;1;5;59234327;1;0;29999.999999999996
132;1;2;3;59234327;1;0;29999.999999999996
134;0;3;3;59234327;1;0;29999.999999999996
139;2;1;2;59234327;1;0;29999.999999999996
138;4;1;1;83100029;1;0;29999.999999999996
150;2;1;3;83100029;1;0;29999.999999999996
130;1;2;3;83100029;1;0;29999.999999999996
131;1;2;3;83100029;1;0;29999.999999999996
147;0;2;5;83100029;1;0;29999.999999999996
141;1;3;3;83100029;1;0;29999.999999999996
149;1;2;3;70903088;1;0;29999.999999999996
131;2;2;2;70903088;1;0;29999.999999999996
140;1;2;3;70903088;1;0;29999.999999999996
137;2;1;2;70903088;1;0;29999.999999999996
143;3;2;1;70903088;1;0;29999.999999999996
146;1;1;4;70903088;1;0;29999.999999999996
153;0;1;5;70903088;1;0;29999.999999999996
128;2;2;2;70903088;1;0;29999.999999999996
135;3;1;2;70903088;1;0;29999.999999999996
141;3;2;1;88100677;1;0;29999.999999999996
147;1;2;3;88100677;1;0;29999.999999999996
150;0;1;5;88100677;1;0;29999.999999999996
119;2;1;3;88100677;1;0;29999.999999999996
129;2;2;2;88100677;1;0;29999.999999999996
138;2;2;2;88100677;1;0;29999.999999999996
133;2;1;3;88100677;1;0;29999.999999999996
144;0;3;3;88100677;1;0;29999.999999999996
152;2;2;2;88100677;1;0;29999.999999999996
152;0;3;3;27429873;1;0;29999.999999999996
143;2;3;1;27429873;1;0;29999.999999999996
133;2;2;1;27429873;1;0;29999.999999999996
137;2;1;3;27429873;1;0;29999.999999999996
145;1;4;1;27429873;1;0;29999.999999999996
157;3;2;1;27429873;1;0;29999.999999999996
128;0;3;3;27429873;1;0;29999.999999999996
140;2;2;2;27429873;1;0;29999.999999999996
149;2;2;0;27429873;1;0;29999.999999999996
148;0;4;2;47488522;1;0;29999.999999999996
151;0;3;3;47488522;1;0;29999.999999999996
132;1;0;5;47488522;1;0;29999.999999999996
134;3;1;2;47488522;1;0;29999.999999999996
139;4;0;1;47488522;1;0;29999.999999999996
142;2;1;3;47488522;1;0;29999.999999999996
129;2;1;3;47488522;1;0;29999.999999999996
146;1;2;3;47488522;1;0;29999.999999999996
136;2;2;2;47488522;1;0;29999.999999999996
194;3;3;0;71004293;1;0;29999.999999999996
198;2;2;2;71004293;1;0;29999.999999999996
168;1;2;3;71004293;1;0;29999.999999999996
178;2;2;2;71004293;1;0;29999.999999999996
184;0;0;6;71004293;1;0;29999.999999999996
190;1;2;3;71004293;1;0;29999.999999999996
204;1;3;3;71004293;1;0;29999.999999999996
187;1;2;4;71004293;1;0;29999.999999999996
200;1;2;4;71004293;1;0;29999.999999999996
181;2;3;1;8221403;1;0;29999.999999999996
183;2;3;1;8221403;1;0;29999.999999999996
186;2;3;1;8221403;1;0;29999.999999999996
192;1;1;4;8221403;1;0;29999.999999999996
195;0;1;5;8221403;1;0;29999.999999999996
197;2;1;3;8221403;1;0;29999.999999999996
189;0;2;5;8221403;1;0;29999.999999999996
175;2;2;3;8221403;1;0;29999.999999999996
202;1;2;4;8221403;1;0;29999.999999999996
183;1;2;3;13537360;1;0;29999.999999999996
192;2;1;3;13537360;1;0;29999.999999999996
200;2;2;2;13537360;1;0;29999.999999999996
180;0;2;4;13537360;1;0;29999.999999999996
189;1;2;3;13537360;1;0;29999.999999999996
198;3;2;1;13537360;1;0;29999.999999999996
186;0;2;4;13537360;1;0;29999.999999999996
195;2;3;1;13537360;1;0;29999.999999999996
177;3;0;3;13537360;1;0;29999.999999999996
180;1;1;4;2984494;1;0;29999.999999999996
188;2;1;3;2984494;1;0;29999.999999999996
196;1;3;2;2984494;1;0;29999.999999999996
177;2;3;1;2984494;1;0;29999.999999999996
179;1;2;3;2984494;1;0;29999.999999999996
182;0;2;4;2984494;1;0;29999.999999999996
185;4;0;2;2984494;1;0;29999.999999999996
191;2;1;4;2984494;1;0;29999.999999999996
193;0;3;4;2984494;1;0;29999.999999999996
178;2;1;3;54723504;1;0;29999.999999999996
184;0;1;5;54723504;1;0;29999.999999999996
187;1;1;4;54723504;1;0;29999.999999999996
191;1;2;3;37761244;1;0;29999.999999999996
193;1;3;2;54723504;1;0;29999.999999999996
201;3;3;0;37761244;1;0;29999.999999999996
196;2;2;0;54723504;1;0;29999.999999999996
182;0;0;6;37761244;1;0;29999.999999999996
169;4;1;0;54723504;1;0;29999.999999999996
199;1;2;3;54723504;1;0;29999.999999999996
190;2;1;3;54723504;1;0;29999.999999999996
181;1;4;1;54723504;1;0;29999.999999999996
188;2;1;3;37761244;1;0;29999.999999999996
194;1;2;3;37761244;1;0;29999.999999999996
174;1;1;4;37761244;1;0;29999.999999999996
179;2;0;4;37761244;1;0;29999.999999999996
185;2;3;2;37761244;1;0;29999.999999999996
197;1;4;2;37761244;1;0;29999.999999999996
247;3;2;1;77125606;1;0;29999.999999999996
230;1;1;4;77125606;1;0;29999.999999999996
239;0;3;3;77125606;1;0;29999.999999999996
237;2;1;3;28092252;1;0;29999.999999999996
243;3;1;2;28092252;1;0;29999.999999999996
242;2;0;4;77125606;1;0;29999.999999999996
246;0;2;4;28092252;1;0;29999.999999999996
245;0;4;2;77125606;1;0;29999.999999999996
218;1;3;2;28092252;1;0;29999.999999999996
233;1;2;3;77125606;1;0;29999.999999999996
