523.5616587081058;4977073
445.181758262268;21133263
488.7844508697344;27932439
417.77749325272816;89555722
471.83188621770387;41555278
413.91852799473054;89697431
409.39144452384426;46537284
489.39064465143383;52318756
377.45022997016713;56109361
447.4467026707207;99165694
471.86489734584393;9046467
484.91335885643275;3699908
407.1750115015566;1496421
509.80588405444723;89005626
411.2435736053194;1146826
477.35722227313454;78691837
477.32367970528867;76547470
430.6646434562572;33277385
506.39395463535766;72302016
404.60703721018945;17630938
452.9692843224984;54594885
376.6949484706238;79189507
